Jason-MacDonald,1537.8009923257328
Chris-Leben,1412.435099404172
Andrei-Arlovski,1708.2037957624557
Marcio-Cruz,1437.4611182158749
Michael-Bisping,1810.1487514264204
Eric-Schafer,1446.5408958038042
Thiago-Alves,1862.4281459968256
Tony-DeSouza,1370.618049452003
Gabriel-Gonzaga,1608.209979820323
Carmelo-Marrero,1374.3969217881588
Yushin-Okami,1749.7956158871953
Rory-Singer,1368.3060504312755
Christian-Wellisch,1586.298253052521
Anthony-Perosh,1426.0676891467513
Matt-Serra,1608.323465214106
Chris-Lytle,1413.0900438914316
Travis-Lutter,1523.3964966332667
Patrick-Cote,1539.1084847740397
Din-Thomas,1557.8868507959073
Rich-Clementi,1540.911888053552
Jorge-Rivera,1581.3093526236082
Edwin-DeWees,1425.5962665261904
Pete-Spratt,1452.1962276877728
Jeremy-Jackson,1413.4943472206326
Scott-Smith,1496.927020020307
Pete-Sell,1360.650574722818
Charles-McCarthy,1517.6886942088381
Gideon-Ray,1419.5939391981556
Martin-Kampmann,1666.4239419853668
Thales-Leites,1672.5778056129923
Anderson-Silva,1892.0480032253774
Travis-Lutter,1474.8496610533382
Mirko-Filipovic,1446.237427372212
Eddie-Sanchez,1430.1479246935578
Roger-Huerta,1706.1055148513117
John-Halverson,1357.8069086583914
Quinton-Jackson,1706.2977050063905
Marvin-Eastman,1437.7888628651936
Patrick-Cote,1610.469104896074
Scott-Smith,1425.5663998982727
Terry-Martin,1520.1261375074646
Jorge-Rivera,1493.5753295468924
Frankie-Edgar,1743.1926298868054
Tyson-Griffin,1621.6629385050371
Lyoto-Machida,1801.4796685427696
Sam-Hoger,1445.7925034096543
Dustin-Hazelett,1744.5534407579155
Diego-Saraiva,1311.7081316848166
Rashad-Evans,1756.6017385366197
Sean-Salmon,1377.8501074748792
Jake-O'Brien,1525.903655463837
Heath-Herring,1444.7684019933517
Hermes-Franca,1506.7079284177848
Spencer-Fisher,1533.8712120200166
Nate-Marquardt,1587.282909623302
Dean-Lister,1499.4347825095324
Joshua-Burkman,1420.1166911619575
Chad-Reiner,1342.223489114247
Ed-Herman,1599.9139602272428
Chris-Price,1427.3537064440918
Din-Thomas,1631.178400609405
Clay-Guida,1464.8059979350073
Rich-Clementi,1612.381881789829
Ross-Pointon,1428.530006263723
Diego-Sanchez,1565.929225752577
Joe-Riggs,1424.1427859066305
Josh-Koscheck,1718.652649559372
Jeff-Joslin,1438.4165180645496
Karo-Parisyan,1656.58427858961
Drew-Fickett,1495.2743452381476
Marcus-Davis,1791.3862045653261
Shonie-Carter,1444.9149743675314
David-Heath,1399.2338905285098
Victor-Valimaki,1336.9026141247887
Alan-Belcher,1606.2323126971685
Jorge-Santiago,1427.9500168242387
Luigi-Fioravanti,1501.6435181864808
Dave-Menne,1418.0887931054795
Brock-Larson,1563.2141972413515
Keita-Nakamura,1299.1517449579205
Logan-Clark,1575.0
Steve-Byrnes,1425.0
Tito-Ortiz,1454.5181257050551
Ken-Shamrock,1413.7082478495838
Kendall-Grove,1578.668473160993
Chris-Price,1359.541791376554
